state,race,type,all_workers_n,artists_n,artists_share,location_quotient
Wyoming,Other,Designers,10830,0,NA,0
Puerto Rico,Other,Designers,2275,0,NA,0
Alabama,Hispanic,Actors,88165,0,NA,0
Alaska,Hispanic,Actors,26875,0,NA,0
Arizona,Hispanic,Actors,1033370,45,4.354684188625565e-5,0.17377099486005815
Arkansas,Hispanic,Actors,101405,0,NA,0
California,Hispanic,Actors,7470730,3320,4.444010156972612e-4,1.773354927005786
Colorado,Hispanic,Actors,594525,35,5.887052689121568e-5,0.23491921762186768
Connecticut,Hispanic,Actors,288845,0,NA,0
Delaware,Hispanic,Actors,41365,0,NA,0
District of Columbia,Hispanic,Actors,44885,0,NA,0
Florida,Hispanic,Actors,2752995,800,2.905926091402273e-4,1.159591938289678
Georgia,Hispanic,Actors,467240,150,3.2103415803441486e-4,1.281067067306868
Hawaii,Hispanic,Actors,69470,0,NA,0
Idaho,Hispanic,Actors,101285,0,NA,0
Illinois,Hispanic,Actors,1100445,180,1.6357019205866718e-4,0.6527167935100375
Indiana,Hispanic,Actors,212120,35,1.6500094286253064e-4,0.6584261166162592
Iowa,Hispanic,Actors,90730,0,NA,0
Kansas,Hispanic,Actors,167495,0,NA,0
Kentucky,Hispanic,Actors,76325,0,NA,0
Louisiana,Hispanic,Actors,113925,90,7.899934167215273e-4,3.152420152881954
Maine,Hispanic,Actors,10935,0,NA,0
Maryland,Hispanic,Actors,321570,0,NA,0
Massachusetts,Hispanic,Actors,401715,105,2.613793360964863e-4,1.0430181685272462
Michigan,Hispanic,Actors,236520,0,NA,0
Minnesota,Hispanic,Actors,149745,0,NA,0
Mississippi,Hispanic,Actors,38780,0,NA,0
Missouri,Hispanic,Actors,121550,0,NA,0
Montana,Hispanic,Actors,19215,0,NA,0
Nebraska,Hispanic,Actors,99485,0,NA,0
Nevada,Hispanic,Actors,430565,60,1.3935178196091184e-4,0.5560747172003865
New Hampshire,Hispanic,Actors,25860,0,NA,0
New Jersey,Hispanic,Actors,928940,180,1.937692423622624e-4,0.773224246812661
New Mexico,Hispanic,Actors,459615,0,NA,0
New York,Hispanic,Actors,1819490,1345,7.392181325536275e-4,2.9498045035725395
North Carolina,Hispanic,Actors,451040,0,NA,0
North Dakota,Hispanic,Actors,14510,0,NA,0
Ohio,Hispanic,Actors,204545,0,NA,0
Oklahoma,Hispanic,Actors,187725,0,NA,0
Oregon,Hispanic,Actors,266060,0,NA,0
Pennsylvania,Hispanic,Actors,423215,50,1.1814326051770376e-4,0.47144341648922417
Rhode Island,Hispanic,Actors,78695,0,NA,0
South Carolina,Hispanic,Actors,134610,0,NA,0
South Dakota,Hispanic,Actors,15565,0,NA,0
Tennessee,Hispanic,Actors,167595,0,NA,0
Texas,Hispanic,Actors,5220455,180,3.447975320158875e-5,0.13758933499745774
Utah,Hispanic,Actors,213410,65,3.045780422660606e-4,1.2153999492166865
Vermont,Hispanic,Actors,6470,0,NA,0
Virginia,Hispanic,Actors,427525,80,1.871235600257295e-4,0.7467050600904723
Washington,Hispanic,Actors,448570,0,NA,0
West Virginia,Hispanic,Actors,12005,0,NA,0
Wisconsin,Hispanic,Actors,186120,20,1.074575542660649e-4,0.4288027627541092
Wyoming,Hispanic,Actors,27680,0,NA,0
Puerto Rico,Hispanic,Actors,1208905,175,1.447591001774333e-4,0
Alabama,White,Actors,1496830,170,1.1357335168322388e-4,0.29135473862221006
Alaska,White,Actors,253950,25,9.844457570387872e-5,0.25254422096283585
Arizona,White,Actors,1857110,490,2.638508219760811e-4,0.6768681749087767
Arkansas,White,Actors,1014735,0,NA,0
California,White,Actors,7686845,14585,0.00189739743678973,4.8674775029993445
Colorado,White,Actors,2172170,415,1.910531864448915e-4,0.49011718307696994
Connecticut,White,Actors,1329540,445,3.347022278381997e-4,0.8586264177538971
Delaware,White,Actors,307920,55,1.7861782281111978e-4,0.458216195147203
District of Columbia,White,Actors,183365,150,8.180405202737709e-4,2.0985555012192783
Florida,White,Actors,5285390,1720,3.254253706916613e-4,0.8348280861108901
Georgia,White,Actors,2773560,1250,4.50684319070076e-4,1.1561604023982204
Hawaii,White,Actors,177700,10,5.627462014631401e-5,0.144363770204867
Idaho,White,Actors,688065,35,5.0867287247571086e-5,0.13049210013431436
Illinois,White,Actors,4224420,1315,3.11285336211835e-4,0.798554030719185
Indiana,White,Actors,2724985,215,7.889951687807454e-5,0.20240441773301673
Iowa,White,Actors,1463250,65,4.442166410387836e-5,0.1139568582095552
Kansas,White,Actors,1178420,40,3.3943755197637515e-5,0.08707741540505037
Kentucky,White,Actors,1787115,230,1.2869904846638295e-4,0.33015735708351834
Louisiana,White,Actors,1337315,720,5.38392226214467e-4,1.3811613729817958
Maine,White,Actors,658985,45,6.828683505694363e-5,0.17517923601344776
Maryland,White,Actors,1690500,295,1.7450458444247263e-4,0.4476643229692064
Massachusetts,White,Actors,2791055,510,1.8272660338115876e-4,0.4687566315374108
Michigan,White,Actors,3807850,435,1.142376931864438e-4,0.2930590032420162
Minnesota,White,Actors,2524705,470,1.8616036328996847e-4,0.4775654075917893
Mississippi,White,Actors,787155,35,4.446392387776232e-5,0.11406526907523554
Missouri,White,Actors,2479115,375,1.5126365658712888e-4,0.3880433435732842
Montana,White,Actors,472695,45,9.519880684162096e-5,0.24421770664873096
Nebraska,White,Actors,845465,45,5.3225148291177046e-5,0.1365408252787778
Nevada,White,Actors,749805,240,3.2008322163762576e-4,0.8211236350380654
New Hampshire,White,Actors,690940,75,1.085477754942542e-4,0.2784624059115647
New Jersey,White,Actors,2640925,1275,4.827853876955991e-4,1.238510692499454
New Mexico,White,Actors,374900,250,6.668444918644973e-4,1.7106856471995775
New York,White,Actors,5774960,7675,0.00132901353429287,3.4093771573219955
North Carolina,White,Actors,3309215,400,1.208745880820678e-4,0.31008492304555446
North Dakota,White,Actors,363175,0,NA,0
Ohio,White,Actors,4775955,470,9.84096374442389e-5,0.25245459230123163
Oklahoma,White,Actors,1276415,110,8.617886815808337e-5,0.22107845929376693
Oregon,White,Actors,1600140,420,2.624770332595898e-4,0.6733439339976529
Pennsylvania,White,Actors,5161830,1085,2.1019677130010091e-4,0.5392270673862618
Rhode Island,White,Actors,423445,100,2.361581787481255e-4,0.6058270133170746
South Carolina,White,Actors,1586190,245,1.5445816705438818e-4,0.39623836246125566
South Dakota,White,Actors,398225,15,3.766714796911294e-5,0.09662919944279565
Tennessee,White,Actors,2455855,375,1.5269631146790018e-4,0.3917185964573162
Texas,White,Actors,6162190,1230,1.9960436143643735e-4,0.5120538902151344
Utah,White,Actors,1227970,325,2.6466444619982574e-4,0.6789554010893247
Vermont,White,Actors,319270,15,4.6982178093776426e-5,0.12052545791370092
Virginia,White,Actors,2778485,460,1.655578489716518e-4,0.4247128670511533
Washington,White,Actors,2668545,515,1.92989063328518e-4,0.495083373605598
West Virginia,White,Actors,734535,85,1.1571946877956804e-4,0.29686026766041285
Wisconsin,White,Actors,2597700,275,1.058628787003888e-4,0.2715747215031119
Wyoming,White,Actors,260685,55,2.109826035253275e-4,0.5412429975247013
Puerto Rico,White,Actors,13370,0,NA,0
Alabama,African-American,Actors,581200,30,5.16173434273916e-5,0.12670159687726373
Alaska,African-American,Actors,13760,0,NA,0
Arizona,African-American,Actors,152575,0,NA,0
Arkansas,African-American,Actors,200385,0,NA,0
California,African-American,Actors,1066265,3080,0.00288858773381851,7.090420666644854
Colorado,African-American,Actors,118415,0,NA,0
Connecticut,African-American,Actors,191785,0,NA,0
Delaware,African-American,Actors,105485,0,NA,0
District of Columbia,African-American,Actors,149480,0,NA,0
Florida,African-American,Actors,1569980,180,1.14651142052765e-4,0.28142639309443046
Georgia,African-American,Actors,1613775,750,4.647488032718316e-4,1.1407874100333948
Hawaii,African-American,Actors,16455,0,NA,0
Idaho,African-American,Actors,5195,0,NA,0
Illinois,African-American,Actors,848255,385,4.538729509404601e-4,1.1140911919352192
Indiana,African-American,Actors,292355,0,NA,0
Iowa,African-American,Actors,56060,0,NA,0
Kansas,African-American,Actors,83690,0,NA,0
Kentucky,African-American,Actors,176080,0,NA,0
Louisiana,African-American,Actors,656860,255,3.8821057759644365e-4,0.9529142113891212
Maine,African-American,Actors,8410,0,NA,0
Maryland,African-American,Actors,957780,160,1.6705297667522813e-4,0.41005362737478007
Massachusetts,African-American,Actors,260415,40,1.536009830462915e-4,0.3770339297150864
Michigan,African-American,Actors,624375,0,NA,0
Minnesota,African-American,Actors,171180,60,3.505082369435682e-4,0.8603688293616739
Mississippi,African-American,Actors,488460,0,NA,0
Missouri,African-American,Actors,340530,0,NA,0
Montana,African-American,Actors,2855,0,NA,0
Nebraska,African-American,Actors,45795,0,NA,0
Nevada,African-American,Actors,125635,50,3.979782703864369e-4,0.9768903053165342
New Hampshire,African-American,Actors,9675,0,NA,0
New Jersey,African-American,Actors,584190,175,2.995600746332529e-4,0.7353098260489734
New Mexico,African-American,Actors,19190,0,NA,0
New York,African-American,Actors,1375735,1520,0.00110486394545461,2.712034694658972
North Carolina,African-American,Actors,1079195,145,1.3435940678005364e-4,0.32980293568306374
North Dakota,African-American,Actors,12445,0,NA,0
Ohio,African-American,Actors,680665,50,7.345757457780257e-5,0.1803113330470096
Oklahoma,African-American,Actors,134195,0,NA,0
Oregon,African-American,Actors,39020,0,NA,0
Pennsylvania,African-American,Actors,636035,320,5.031169668335862e-4,1.2349671424591946
Rhode Island,African-American,Actors,31000,0,NA,0
South Carolina,African-American,Actors,638810,0,NA,0
South Dakota,African-American,Actors,8670,0,NA,0
Tennessee,African-American,Actors,554550,0,NA,0
Texas,African-American,Actors,1699445,205,1.2062761666308709e-4,0.2960964405347719
Utah,African-American,Actors,16855,0,NA,0
Vermont,African-American,Actors,4210,0,NA,0
Virginia,African-American,Actors,837445,0,NA,0
Washington,African-American,Actors,147305,20,1.357727164726248e-4,0.33327209126219143
West Virginia,African-American,Actors,29055,0,NA,0
Wisconsin,African-American,Actors,160610,0,NA,0
Wyoming,African-American,Actors,2975,0,NA,0
Puerto Rico,African-American,Actors,1405,0,NA,0
Alabama,Asian,Actors,33515,0,NA,0
Alaska,Asian,Actors,26420,0,NA,0
Arizona,Asian,Actors,120580,0,NA,0
Arkansas,Asian,Actors,24295,0,NA,0
California,Asian,Actors,3008795,1870,6.215112694616948e-4,2.0333901192911448
Colorado,Asian,Actors,97015,0,NA,0
Connecticut,Asian,Actors,89425,0,NA,0
Delaware,Asian,Actors,19880,0,NA,0
District of Columbia,Asian,Actors,19090,0,NA,0
Florida,Asian,Actors,292825,65,2.2197558268590456e-4,0.7262345491311024
Georgia,Asian,Actors,217095,175,8.06098712545199e-4,2.637302391447214
Hawaii,Asian,Actors,290190,0,NA,0
Idaho,Asian,Actors,12030,0,NA,0
Illinois,Asian,Actors,378055,0,NA,0
Indiana,Asian,Actors,76575,0,NA,0
Iowa,Asian,Actors,40760,0,NA,0
Kansas,Asian,Actors,46470,0,NA,0
Kentucky,Asian,Actors,33565,0,NA,0
Louisiana,Asian,Actors,41430,15,3.620564808110065e-4,1.184535352583496
Maine,Asian,Actors,8235,0,NA,0
Maryland,Asian,Actors,213470,35,1.6395746474914507e-4,0.5364174475769268
Massachusetts,Asian,Actors,249930,0,NA,0
Michigan,Asian,Actors,163870,0,NA,0
Minnesota,Asian,Actors,143550,0,NA,0
Mississippi,Asian,Actors,14850,0,NA,0
Missouri,Asian,Actors,63375,0,NA,0
Montana,Asian,Actors,4980,0,NA,0
Nebraska,Asian,Actors,24515,0,NA,0
Nevada,Asian,Actors,131920,0,NA,0
New Hampshire,Asian,Actors,20330,0,NA,0
New Jersey,Asian,Actors,450385,0,NA,0
New Mexico,Asian,Actors,16455,0,NA,0
New York,Asian,Actors,864770,390,4.5098696763301214e-4,1.4754880385488516
North Carolina,Asian,Actors,154710,0,NA,0
North Dakota,Asian,Actors,6855,0,NA,0
Ohio,Asian,Actors,136125,0,NA,0
Oklahoma,Asian,Actors,44710,0,NA,0
Oregon,Asian,Actors,98010,25,2.550760126517702e-4,0.8345287837556413
Pennsylvania,Asian,Actors,227500,0,NA,0
Rhode Island,Asian,Actors,18645,0,NA,0
South Carolina,Asian,Actors,41915,0,NA,0
South Dakota,Asian,Actors,7135,0,NA,0
Tennessee,Asian,Actors,62925,0,NA,0
Texas,Asian,Actors,712575,105,1.4735291021997685e-4,0.4820925482970069
Utah,Asian,Actors,40990,0,NA,0
Vermont,Asian,Actors,6080,0,NA,0
Virginia,Asian,Actors,304945,0,NA,0
Washington,Asian,Actors,355135,65,1.830289889760232e-4,0.5988134986675914
West Virginia,Asian,Actors,7825,0,NA,0
Wisconsin,Asian,Actors,85760,0,NA,0
Wyoming,Asian,Actors,2835,0,NA,0
Puerto Rico,Asian,Actors,1335,0,NA,0
Alabama,Other,Actors,43075,0,NA,0
Alaska,Other,Actors,71330,45,6.308706014299734e-4,1.138416835844152
Arizona,Other,Actors,182520,0,NA,0
Arkansas,Other,Actors,37895,0,NA,0
California,Other,Actors,688910,1285,0.00186526541928553,3.365903486102229
Colorado,Other,Actors,87510,0,NA,0
Connecticut,Other,Actors,41230,0,NA,0
Delaware,Other,Actors,10885,0,NA,0
District of Columbia,Other,Actors,11085,0,NA,0
Florida,Other,Actors,214840,0,NA,0
Georgia,Other,Actors,102865,140,0.00136100714528751,2.4559607697482395
Hawaii,Other,Actors,198250,75,3.7831021437578815e-4,0.6826672795356313
Idaho,Other,Actors,25710,0,NA,0
Illinois,Other,Actors,112345,90,8.011037429347101e-4,1.4456054635411162
Indiana,Other,Actors,61485,0,NA,0
Iowa,Other,Actors,27340,0,NA,0
Kansas,Other,Actors,43715,0,NA,0
Kentucky,Other,Actors,36080,0,NA,0
Louisiana,Other,Actors,42460,55,0.00129533678756476,2.337457481311553
Maine,Other,Actors,14700,0,NA,0
Maryland,Other,Actors,85910,70,8.148061925270633e-4,1.4703317691779343
Massachusetts,Other,Actors,97815,0,NA,0
Michigan,Other,Actors,120390,0,NA,0
Minnesota,Other,Actors,83065,0,NA,0
Mississippi,Other,Actors,17430,0,NA,0
Missouri,Other,Actors,70070,0,NA,0
Montana,Other,Actors,37130,0,NA,0
Nebraska,Other,Actors,24240,0,NA,0
Nevada,Other,Actors,69460,0,NA,0
New Hampshire,Other,Actors,12270,0,NA,0
New Jersey,Other,Actors,85410,30,3.5124692658939234e-4,0.6338311118976182
New Mexico,Other,Actors,91840,0,NA,0
New York,Other,Actors,234265,385,0.00164343798689518,2.9656120743406813
North Carolina,Other,Actors,145630,0,NA,0
North Dakota,Other,Actors,23305,0,NA,0
Ohio,Other,Actors,121180,0,NA,0
Oklahoma,Other,Actors,242885,25,1.0292936986639769e-4,0.18573781579477103
Oregon,Other,Actors,93460,0,NA,0
Pennsylvania,Other,Actors,104810,0,NA,0
Rhode Island,Other,Actors,16140,0,NA,0
South Carolina,Other,Actors,46335,0,NA,0
South Dakota,Other,Actors,32695,0,NA,0
Tennessee,Other,Actors,60575,0,NA,0
Texas,Other,Actors,261190,110,4.2114935487576094e-4,0.7599712443545966
Utah,Other,Actors,57995,0,NA,0
Vermont,Other,Actors,5900,0,NA,0
Virginia,Other,Actors,128845,0,NA,0
Washington,Other,Actors,214925,0,NA,0
West Virginia,Other,Actors,10700,0,NA,0
Wisconsin,Other,Actors,66920,0,NA,0
Wyoming,Other,Actors,10830,0,NA,0
Puerto Rico,Other,Actors,2275,0,NA,0
Alabama,Hispanic,Producers And Directors,88165,0,NA,0
Alaska,Hispanic,Producers And Directors,26875,0,NA,0
Arizona,Hispanic,Producers And Directors,1033370,275,2.661195893048956e-4,0.41265206968634166
Arkansas,Hispanic,Producers And Directors,101405,0,NA,0
California,Hispanic,Producers And Directors,7470730,5845,7.82386727936895e-4,1.2131895416702614
Colorado,Hispanic,Producers And Directors,594525,170,2.859425591859047e-4,0.44339009077713987
Connecticut,Hispanic,Producers And Directors,288845,350,0.00121172255015665,1.878929016514
Delaware,Hispanic,Producers And Directors,41365,0,NA,0
District of Columbia,Hispanic,Producers And Directors,44885,0,NA,0
Florida,Hispanic,Producers And Directors,2752995,2795,0.00101525792818366,1.5742857804070391
Georgia,Hispanic,Producers And Directors,467240,190,4.066432668435921e-4,0.6305517986305441
Hawaii,Hispanic,Producers And Directors,69470,85,0.00122354973369799,1.897268559948748
Idaho,Hispanic,Producers And Directors,101285,0,NA,0
Illinois,Hispanic,Producers And Directors,1100445,350,3.180531512251862e-4,0.4931816235931704
Indiana,Hispanic,Producers And Directors,212120,0,NA,0
Iowa,Hispanic,Producers And Directors,90730,0,NA,0
Kansas,Hispanic,Producers And Directors,167495,35,2.089614615361653e-4,0.32402116587061486
Kentucky,Hispanic,Producers And Directors,76325,0,NA,0
Louisiana,Hispanic,Producers And Directors,113925,135,0.00118499012508229,1.8374770115583097
Maine,Hispanic,Producers And Directors,10935,0,NA,0
Maryland,Hispanic,Producers And Directors,321570,125,3.8871785303355407e-4,0.6027561781427131
Massachusetts,Hispanic,Producers And Directors,401715,155,3.858456866186226e-4,0.5983025209778993
